,SN,TITLE,CONTENT,VOTE_SCORE,REG_DATE
60,193299.0,마포 쓰레기소각장 입지선정위원회 비공개 문서  전체 공개 요구합니다.,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193299,94.0,2022-09-23 13:56:15.0
61,193298.0,마포구 쓰레기소각장 추가 설립 결사 반대합니다.,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193298,154.0,2022-09-23 13:48:05.0
62,193297.0,한강을 이용한 응급의료 인프라 구축,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193297,0.0,2022-09-23 13:21:04.0
63,193296.0,임산부 대중교통 이용 배려안 (임산부 알림 기능 제안),https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193296,61.0,2022-09-23 09:30:41.0
64,193294.0,(야간전용) 개인택시면허제 시행,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193294,0.0,2022-09-22 13:52:54.0
65,193293.0,마포소각장 추가설치는 절차적 중대한 하자 및 불공정 불법행정의 표본이므로 백지화 해야합니다.,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193293,424.0,2022-09-22 11:08:59.0
66,193292.0,버스광고 종료 바람,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193292,5.0,2022-09-22 05:05:54.0
67,193291.0,구석구석 깨끗한 서울시,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193291,0.0,2022-09-21 13:51:27.0
68,193290.0,일반버스 및 마을버스에 관광가이드용 큐알코드,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193290,1.0,2022-09-21 12:34:49.0
69,193289.0,서울의 골목 동에 숨은 옛이야기를 거리의 축제로,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193289,0.0,2022-09-21 07:45:41.0
70,193288.0,"서울시도 전기차개조 정책해주십시요!, 전남도청 및 제주도청 전기차개조 열풍입니다",https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193288,0.0,2022-09-20 22:33:27.0
71,193287.0,한강 하늘에서 호텔을 즐겨보기,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193287,0.0,2022-09-20 16:21:20.0
72,193286.0,서울시 동네별 이야기로 거리공연을......,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193286,0.0,2022-09-20 16:17:44.0
73,193285.0,"지하철 3호선도 보호 구역 , 사건 사고 재발 방지 구역 조속히 지정해야함 !",https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193285,0.0,2022-09-20 15:17:59.0
74,193284.0,구산역 지하철 6호선 와 신당역 지하철 2호선은 사건 사고 재발 방지 구역로 지정 조속히 해야함 !,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193284,0.0,2022-09-20 15:08:39.0
75,193283.0,실내마스크 자율화 관련 제안,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193283,13.0,2022-09-20 12:44:07.0
76,193282.0,구산역 지하철 6호선 와 신당역 지하철 2호선은 보호 구역으로 조속히 지정해야 !,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193282,0.0,2022-09-20 10:38:48.0
77,193281.0,서울페이 사용처,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193281,0.0,2022-09-20 10:14:32.0
78,193280.0,버스중앙차선 정류소  개선안,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193280,41.0,2022-09-20 09:36:40.0
79,193279.0,스마트폰으로 음원제작 지원사업 제안,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193279,0.0,2022-09-20 02:27:48.0
80,193278.0,장애인복지,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193278,0.0,2022-09-19 22:16:20.0
81,193277.0,한강다리길 트레킹으로 골목상권 살려보자 - 서울시 골목상권 살리기 프로젝트,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193277,0.0,2022-09-19 15:33:30.0
82,193276.0,전장연 시위로 인한 지하철 (대중교통)상황 안전문자 공유 대책안,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193276,0.0,2022-09-19 14:48:12.0
83,193275.0,서울시 낙후 건물 화장실개선사업,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193275,1.0,2022-09-19 10:50:35.0
84,193274.0,전기자동차 충전소를 늘려주세요,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193274,0.0,2022-09-19 08:11:45.0
85,193273.0,친환경 전기 자동차를 늘립시다.,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193273,1.0,2022-09-19 00:46:07.0
86,193272.0,"법인택시 기사 부족, 택시 리스제 도입 시급",https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193272,5.0,2022-09-19 00:20:08.0
87,193271.0,유학생 만남의 광장,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193271,1.0,2022-09-18 23:18:05.0
88,193270.0,서울버스 테너지 성과급지급,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193270,0.0,2022-09-18 16:52:57.0
89,193269.0,광화문 현판을 바꾸어 주세요,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193269,0.0,2022-09-18 02:45:06.0
90,193268.0,서울로 7017의 조경 개선을 통해 서울의 랜드마크로...,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193268,2.0,2022-09-18 00:20:07.0
91,193267.0,북한산 등 등산로 쓰레기,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193267,0.0,2022-09-17 21:20:03.0
92,193266.0,아파트 복도 계단 의 적치물 제거,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193266,0.0,2022-09-17 13:22:30.0
93,193265.0,커피숍 매장에서 일회용 컵 쓰지 않고 다회용 컵 사용하기,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193265,1.0,2022-09-17 13:20:33.0
94,193264.0,재건축·재개발,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193264,0.0,2022-09-17 10:06:45.0
95,193263.0,단지 주변 인도 개선이 필요해요,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193263,0.0,2022-09-16 23:13:44.0
96,193262.0,유기동물 안락사를 폐지해주세요,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193262,2.0,2022-09-16 22:06:53.0
97,193261.0,문화재 보호구역(풍납1동),https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193261,1.0,2022-09-16 15:02:30.0
98,193260.0,사회적 통합 돌봄 서비스,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193260,5.0,2022-09-16 13:03:48.0
99,193259.0,난지도 쓰레기소각장을 세계적 관광명소로 개발하자,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193259,9.0,2022-09-16 10:16:26.0
100,193258.0,수해지역 및 반지하 주택 수해 안전대책  제안,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193258,0.0,2022-09-16 09:54:06.0
101,193257.0,난임부부 지원 확대,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193257,0.0,2022-09-16 07:06:24.0
102,193256.0,공평하고책임감있는 쓰레기 처리,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193256,15.0,2022-09-15 23:03:08.0
103,193255.0,카페에서 다회용품컵을 기져와 활용,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193255,0.0,2022-09-15 21:46:47.0
104,193254.0,길거리에 버려진 일회용 플라스틱 컵 분리수거를 위한 제안,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193254,9.0,2022-09-15 21:29:30.0
105,193253.0,서울페이+카드형,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193253,0.0,2022-09-15 21:05:12.0
106,193252.0,가로주택 정비사업 에관한  제안,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193252,0.0,2022-09-15 18:18:32.0
107,193250.0,따릉이 정류소 명칭을 팔아보아요!,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193250,0.0,2022-09-15 16:05:20.0
108,193249.0,이자는 언제 까지 계속 오를지.....,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193249,0.0,2022-09-15 10:06:11.0
109,193248.0,전통문화와 관련합니다,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193248,1.0,2022-09-14 18:15:06.0
110,193247.0,기상청 똑바로 해라고 부탁 !,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193247,1.0,2022-09-14 17:53:13.0
111,193246.0,대형폐기물 수거 서비스 불만 보상제,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193246,0.0,2022-09-14 16:21:08.0
112,193245.0,신호등 표시방식 변경 요청,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193245,0.0,2022-09-14 14:07:17.0
113,193244.0,친환경 바이오가스 하수처리 도입,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193244,7.0,2022-09-14 09:55:03.0
114,193243.0,강한 제재,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193243,0.0,2022-09-14 07:58:45.0
115,193242.0,일회용품 가격 올리기,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193242,0.0,2022-09-13 21:23:12.0
116,193241.0,난임부부 지원 확대,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193241,5.0,2022-09-13 15:46:04.0
117,193240.0,1구 1소각장신설제안,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193240,28.0,2022-09-13 14:42:45.0
118,193239.0,장애인 복지 및 노인 일자리 창출,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193239,0.0,2022-09-13 12:10:31.0
119,193238.0,비닐봉투를 친환경 비닐봉투로 바꿔주세요,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193238,5.0,2022-09-13 11:16:26.0
120,193237.0,카페에서 다회용 컵 사용하기,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193237,6.0,2022-09-13 11:13:14.0
121,193236.0,양재동꽃시장을 개발합시다,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193236,0.0,2022-09-13 10:03:34.0
122,193235.0,택시요금제,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193235,0.0,2022-09-13 06:27:42.0
123,193234.0,택시문제는 요금?서비스? 신규기사입니다.,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193234,0.0,2022-09-12 22:16:57.0
124,193233.0,다회용기 사용 활성화 제안,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193233,0.0,2022-09-12 17:55:19.0
125,193232.0,교대역사거리~삼호가든 사거리 구간에 시내버스 신설 해야 합니다,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193232,2.0,2022-09-12 15:15:43.0
126,193231.0,일원동 대청마을에  402번 버스가 순환하도록 해주세요.,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193231,0.0,2022-09-12 14:20:01.0
127,193230.0,일원동에 자원회수시설을 설치해주세요,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193230,0.0,2022-09-12 14:18:10.0
128,193229.0,광화문 광장에 주말 쓰레기통 배치,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193229,0.0,2022-09-11 23:00:16.0
129,193228.0,앞으로 신규아파트 준공시 또는 재건축시 토지기부채납을 통해 도로 확장여유분을 만들어주세요.,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193228,0.0,2022-09-11 17:51:34.0
130,193227.0,서울시 자원회수시설 송파구에 지어주세요.,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193227,0.0,2022-09-11 17:41:00.0
131,193225.0,"북한산 119 산악구조대(서정택,송한준,박한웅,연민호)분들 너무 감사했습니다!!",https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193225,0.0,2022-09-11 03:57:20.0
132,193224.0,9월24일 희귀난치어린이를 위해 초록 점등을 해주세요.,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193224,1.0,2022-09-11 03:26:26.0
133,193223.0,서울시내 케이팝 문화공간,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193223,0.0,2022-09-10 18:39:42.0
134,193222.0,종이영수증 줄이기 의견,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193222,0.0,2022-09-10 11:31:25.0
135,193220.0,마포구 1+1 소각장을 철회하라,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193220,0.0,2022-09-09 23:21:11.0
136,193219.0,마포천톤소각장 추가신설 반대. 소각장 대형화에 따른 시민건강이 위협받고 있습니다,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193219,25.0,2022-09-09 15:03:11.0
137,193218.0,마포소각장 추.가.설.립 결사반대,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193218,94.0,2022-09-09 10:38:34.0
138,193217.0,카페에서 일회용 컵을 사용하는 사람들이 많습니다...,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193217,0.0,2022-09-08 20:57:48.0
139,193216.0,한강 준설,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193216,0.0,2022-09-08 18:29:42.0
140,193215.0,교대역~삼호가든 사거리에 광화문 가는 버스를 신설 해야 합니다,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193215,3.0,2022-09-08 18:18:10.0
141,193214.0,청계천에 다슬기를 키우자,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193214,6.0,2022-09-08 01:49:51.0
142,193213.0,교대역~삼호가든사거리쪽 시내버스 신설 요청 합니다,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193213,3.0,2022-09-08 01:33:05.0
143,193212.0,잠원 한강변- 삼호가든사거리- 교대 - 서초2동 버스노선 신설 요청,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193212,13.0,2022-09-06 22:47:35.0
144,193211.0,상암동 소각장 철회동의해주세요,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193211,4.0,2022-09-06 16:59:15.0
145,193210.0,지하철역 위치.방향 안내,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193210,0.0,2022-09-06 15:48:20.0
146,193209.0,반지하주택,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193209,0.0,2022-09-06 15:21:27.0
147,193208.0,북서울 꿈의 숲 전망대 도서관 설치 건의,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193208,0.0,2022-09-06 11:17:23.0
148,193207.0,마포구 소각장 추가 신설 반대,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193207,3.0,2022-09-06 06:50:47.0
149,193206.0,마포구 소각장 추가 신설 결사반대,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193206,1.0,2022-09-06 06:41:53.0
150,193205.0,난임부부 지원 확대해주세요,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193205,4.0,2022-09-06 00:05:09.0
151,193198.0,3호선 직선화,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193198,0.0,2022-09-04 19:10:41.0
152,193197.0,마포 소각장 추가 신설 절대반대,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193197,12.0,2022-09-04 09:44:35.0
153,193196.0,마포 소각장 신설 반대,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193196,14.0,2022-09-04 09:08:10.0
154,193195.0,시내버스에서 라디오 방송,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193195,0.0,2022-09-03 17:58:39.0
155,193194.0,마포구 소각장 추가신설 반대. 기존있는 곳은 형평성차원에서 제외가 원칙 아니었나요.?,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193194,0.0,2022-09-03 13:19:45.0
156,193193.0,서울역 택시승차장 개선 건의,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193193,0.0,2022-09-03 13:16:16.0
157,193192.0,노원구 쓰레기통 설치,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193192,0.0,2022-09-02 18:51:35.0
158,193191.0,청소년의 전동 킥보드 이용 문제,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193191,0.0,2022-09-02 18:49:15.0
159,193190.0,삼각산에서 북악산으로 가는~혈 자리좀 터주시길~,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193190,0.0,2022-09-02 18:00:51.0
160,193188.0,경부선 고속버스 증편,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193188,0.0,2022-09-02 09:34:00.0
161,193187.0,여의대로를 공원화,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193187,0.0,2022-09-02 08:25:59.0
162,193186.0,지하철 역사 내 공실 상가 대체활용 방안,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193186,0.0,2022-09-01 17:52:14.0
163,193185.0,마포구 소각장 추가설치 절대반대,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193185,171.0,2022-09-01 15:23:15.0
164,193184.0,마포구 상암 쓰레기 소각장 백지화,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193184,1258.0,2022-09-01 13:26:55.0
165,193183.0,택시 문제점과 장애인 일자리 창출에 대한 건의서,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193183,1.0,2022-09-01 11:58:54.0
166,193182.0,쓰레기소각장,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193182,8.0,2022-09-01 08:22:30.0
167,193181.0,생활임금10%인상,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193181,0.0,2022-09-01 05:08:23.0
168,193180.0,상암동 쓰레기 소각장 설치는 있을 수 없는 일,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193180,12.0,2022-09-01 02:52:12.0
169,193179.0,상암 쓰레기 소각장 설치 반대,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193179,13.0,2022-09-01 00:24:10.0
170,193178.0,"북미지역, 영어사용 지역 서울 홍보 아이디어",https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193178,0.0,2022-08-31 17:34:51.0
171,193177.0,공영주차장 국가유공자 유족 주차요금  관련,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=193177,0.0,2022-08-31 15:29:56.0
